cand_id,bioguide_id,match_method,confidence
S4MA00069,K000148,authoritative,high
S4MA00143,R000615,authoritative,high
S4MD00327,A000382,authoritative,high
S4ME00055,S000663,authoritative,high
S4MI00165,A000355,authoritative,high
S4MI00355,P000595,authoritative,high
S4MI00470,S001208,authoritative,high
S4MN00163,G000536,authoritative,high
S4MN00213,G000367,authoritative,high
S4MO00037,A000356,authoritative,high
S4MT00118,W000818,authoritative,high
S4MT00183,S001232,authoritative,high
S4NC00089,B001135,authoritative,high
S4NC00162,T000476,authoritative,high
S4NE00090,S001197,authoritative,high
S4NJ00185,B001288,authoritative,high
S4NJ00466,K000394,authoritative,high
S4OH00192,M001242,authoritative,high
S4OK00083,I000024,authoritative,high
S4OK00174,C000560,authoritative,high
S4OK00232,L000575,authoritative,high
S4PA00063,S000059,authoritative,high
S4PA00121,T000461,authoritative,high
S4PA00147,H001031,authoritative,high
S4SC00018,H000725,authoritative,high
S4SC00083,D000595,authoritative,high
S4SC00240,S001184,authoritative,high
S4SD00049,R000605,authoritative,high
S4TN00096,C000754,authoritative,high
S4TN00138,T000457,authoritative,high
S4TN00153,F000439,authoritative,high
S4TN00187,C001071,authoritative,high
S4TX00086,H001016,authoritative,high
S4TX00094,B000213,authoritative,high
S4UT00282,C001114,authoritative,high
S4VT00017,L000174,authoritative,high
S4VT00033,S000033,authoritative,high
S4WA00458,N000051,authoritative,high
S4WV00027,R000361,authoritative,high
S4WV00159,C001047,authoritative,high
S4WV00332,J000312,authoritative,high
S4WY00055,T000162,authoritative,high
S6AL00013,S000320,authoritative,high
S6AL00195,S001141,authoritative,high
S6AR00017,H001014,authoritative,high
S6AR00116,D000312,authoritative,high
S6AR00124,H001015,authoritative,high
S6AZ00019,M000303,authoritative,high
S6CA00584,H001075,authoritative,high
S6CO00168,A000109,authoritative,high
S6DE00016,R000460,authoritative,high
S6FL00020,G000352,authoritative,high
S6FL00640,M001244,authoritative,high
S6GA00101,B001262,authoritative,high
S6GA00119,I000055,authoritative,high
S6GA00127,C001034,authoritative,high
S6IL00110,C000873,authoritative,high
S6IL00151,D000563,authoritative,high
S6IL00292,D000622,authoritative,high
S6IN00191,Y000064,authoritative,high
S6KS00080,R000307,authoritative,high
S6KS00122,B000953,authoritative,high
S6LA00037,B000780,authoritative,high
S6LA00227,L000550,authoritative,high
S6MA00015,K000105,authoritative,high
S6MD00066,S000064,authoritative,high
S6MD00140,M000702,authoritative,high
S6MD03177,C000141,authoritative,high
S6MD03185,M000687,authoritative,high
S6MD03441,V000128,authoritative,high
S6ME00159,C001035,authoritative,high
S6MN00267,K000367,authoritative,high
S6MO00289,B000611,authoritative,high
S6MO00305,M001170,authoritative,high
S6MT00162,T000464,authoritative,high
S6ND00058,C000705,authoritative,high
S6NE00087,H001028,authoritative,high
S6NE00095,N000180,authoritative,high
S6NE00129,R000618,authoritative,high
S6NH00091,H001076,authoritative,high
S6NJ00172,T000317,authoritative,high
S6NJ00263,P000034,authoritative,high
S6NJ00289,M000639,authoritative,high
S6NV00028,R000146,authoritative,high
S6NV00200,C001113,authoritative,high
S6NY00052,M001054,authoritative,high
S6OH00163,B000944,authoritative,high
S6OH00254,S001004,authoritative,high
S6OH00304,H001104,authoritative,high
S6OR00094,S001142,authoritative,high
S6OR00110,W000779,authoritative,high
S6OR00151,D000191,authoritative,high
S6PA00100,S000709,authoritative,high
S6PA00217,C001070,authoritative,high
S6PA00274,F000479,authoritative,high
S6RI00163,R000122,authoritative,high
S6RI00221,W000802,authoritative,high
S6SD00028,D000064,authoritative,high
S6SD00051,J000177,authoritative,high
S6TN00216,C001071,authoritative,high
S6TN00240,F000262,authoritative,high
S6TX00040,G000365,authoritative,high
S6UT00063,H000338,authoritative,high
S6VA00093,W000805,authoritative,high
S6VA00127,W000803,authoritative,high
S6WI00061,K000305,authoritative,high
S6WV00014,B001210,authoritative,high
S6WY00068,B001261,authoritative,high
S6WY00126,E000285,authoritative,high
S8AK00090,B001265,authoritative,high
S8AL00308,S001202,authoritative,high
S8AR00112,L000035,authoritative,high
S8AZ00197,S001191,authoritative,high
S8AZ00221,M001197,authoritative,high
S8CA00135,I000056,authoritative,high
S8CO00164,M000477,authoritative,high
S8CO00172,U000038,authoritative,high
S8CT00022,L000304,authoritative,high
S8DE00012,B000444,authoritative,high
S8DE00079,C000174,authoritative,high
S8FL00034,M000019,authoritative,high
S8FL00075,M000350,authoritative,high
S8FL00166,N000032,authoritative,high
S8FL00273,S001217,authoritative,high
S8GA00180,O000174,authoritative,high
S8ID00027,C000880,authoritative,high
S8ID00092,R000584,authoritative,high
S8IL00082,F000442,authoritative,high
S8IN00049,B001233,authoritative,high
S8IN00171,B001310,authoritative,high
S8KY00118,B001066,authoritative,high
S8MI00158,L000261,authoritative,high
S8MI00281,S000770,authoritative,high
S8MN00438,F000457,authoritative,high
S8MN00578,S001203,authoritative,high
S8MO00160,H001089,authoritative,high
S8MS00055,C000567,authoritative,high
S8MS00162,L000447,authoritative,high
S8MS00196,W000437,authoritative,high
S8MS00204,S001147,authoritative,high
S8MS00261,H001079,authoritative,high
S8MT00010,B000243,authoritative,high
S8MT00119,B001126,authoritative,high
S8NC00015,H000463,authoritative,high
S8NC00122,E000286,authoritative,high
S8NC00239,H001049,authoritative,high
S8ND00120,C001096,authoritative,high
S8NE00067,K000146,authoritative,high
S8NE00117,J000291,authoritative,high
S8NJ00335,F000349,authoritative,high
S8NJ00392,A000210,authoritative,high
S8NM00010,D000407,authoritative,high
S8NM00184,U000039,authoritative,high
S8NV00016,B000993,authoritative,high
S8NV00073,E000194,authoritative,high
S8NV00156,R000608,authoritative,high
S8NY00082,S000148,authoritative,high
S8OH00011,V000126,authoritative,high
S8OR00207,M001176,authoritative,high
S8PA00163,S001162,authoritative,high
S8PA00171,K000270,authoritative,high
S8RI00086,W000315,authoritative,high
S8RI00102,C001040,authoritative,high
S8SC00019,T000254,authoritative,high
S8TN00337,B001243,authoritative,high
S8UT00176,R000615,authoritative,high
S8VA00107,W000154,authoritative,high
S8VA00156,R000295,authoritative,high
S8VT00018,J000072,authoritative,high
S8WA00194,C000127,authoritative,high
S8WI00026,F000061,authoritative,high
