election_cycle,cand_id,cand_election_yr,fec_election_yr,cmte_id,cmte_tp,cmte_dsgn,linkage_id
2000,H0CA17060,2000,2000,C00348490,H,P,718
2000,H0CA17078,2000,2000,C00352336,H,P,719
2000,H0CA17086,2000,2000,C00353268,H,P,723
2000,H0CA18043,2000,2000,C00354357,H,P,736
2000,H0CA19082,2000,2000,C00344903,H,P,1227
2000,H0CA19090,2000,2000,C00350686,H,P,1228
2000,H0CA20064,2000,2000,C00353524,H,P,1245
2000,H0CA21070,2000,2000,C00353110,H,P,1262
2000,H0CA22060,2000,2000,C00348375,H,P,1276
2000,H0CA23043,2000,2000,C00343210,H,P,1282
2000,H0CA23043,2000,2000,C00334946,H,A,1283
2000,H0CA23050,2000,2000,C00348466,H,P,1293
2000,H0CA23068,2000,2000,C00352302,H,P,1297
2000,H0CA23084,2000,2000,C00358267,H,P,1299
2000,H0CA24074,2000,2000,C00350157,H,P,1312
2000,H0CA24082,2000,2000,C00351833,H,P,1313
2000,H0CA26038,1994,2000,C00242081,H,P,1339
2000,H0CA26079,2000,2000,C00354266,H,P,1348
2000,H0CA27044,1996,2000,C00280248,H,P,1367
2000,H0CA27044,1996,2000,C00240382,H,A,1368
2000,H0CA27085,2000,2000,C00343871,H,P,1376
2000,H0CA29073,2000,2000,C00353771,H,P,1403
2000,H0CA31087,2000,2000,C00346296,H,P,1430
2000,H0CA32069,2000,2000,C00353938,H,P,1449
2000,H0CA34081,2000,2000,C00354449,H,P,1495
2000,H0CA35096,2000,2000,C00345389,H,P,1520
2000,H0CA37118,2000,2000,C00361212,H,P,1586
2000,H0CA38066,2000,2000,C00348136,H,P,1607
2000,H0CA38074,2000,2000,C00349530,H,P,1612
2000,H0CA38082,2000,2000,C00351023,H,P,1615
2000,H0CA39064,2000,2000,C00356204,H,P,1633
2000,H0CA41011,1992,2000,C00146209,H,A,1673
2000,H0CA41011,1992,2000,C00259929,H,P,1672
2000,H0CA41110,2000,2000,C00351163,H,P,757
2000,H0CA42043,2000,2000,C00350546,H,P,769
2000,H0CA42076,2000,2000,C00342444,H,P,777
2000,H0CA42084,2000,2000,C00344523,H,P,780
2000,H0CA42092,1999,2000,C00347765,H,P,782
2000,H0CA42100,2000,2000,C00347880,H,P,785
2000,H0CA42118,1999,2000,C00348094,H,P,787
2000,H0CA42142,2000,2000,C00348698,H,P,792
2000,H0CA43066,2000,2000,C00351122,H,P,802
2000,H0CA43074,2000,2000,C00355404,H,P,807
2000,H0CA44031,1992,2000,C00242750,H,A,830
2000,H0CA44031,1992,2000,C00252486,H,P,829
2000,H0CA44080,2000,2000,C00345165,H,P,844
2000,H0CA44098,2000,2000,C00349803,H,P,849
2000,H0CA44106,2000,2000,C00352328,H,P,850
2000,H0CA44114,2000,2000,C00354340,H,P,852
2000,H0CA45012,2000,2000,C00242446,H,P,863
2000,H0CA45038,2000,2000,C00349175,H,P,870
2000,H0CA46010,2000,2000,C00346866,H,P,875
2000,H0CA46028,2000,2000,C00353086,H,P,878
2000,H0CA47018,2000,2000,C00329821,H,P,882
2000,H0CA47026,2000,2000,C00345553,H,P,883
2000,H0CA47034,2000,2000,C00349597,H,P,884
2000,H0CA47059,2000,2000,C00355214,H,P,890
2000,H0CA48016,2000,2000,C00347690,H,P,892
2000,H0CA48024,2000,2000,C00350520,H,P,894
2000,H0CA48032,2000,2000,C00351437,H,P,902
2000,H0CA48040,2000,2000,C00352146,H,P,911
2000,H0CA48057,2000,2000,C00352393,H,P,914
2000,H0CA48065,2000,2000,C00352583,H,P,916
2000,H0CA48107,2000,2000,C00354084,H,P,922
2000,H0CA49014,2000,2000,C00343335,H,P,927
2000,H0CA49022,2000,2000,C00343897,H,P,928
2000,H0CA49030,2000,2000,C00344101,H,P,930
2000,H0CA49055,2000,2000,C00344671,H,P,934
2000,H0CA50020,2000,2000,C00351155,H,P,942
2000,H0CA51010,2000,2000,C00352229,H,P,946
2000,H0CO01045,2000,2000,C00357269,H,P,958
2000,H0CO02076,2000,2000,C00354217,H,P,987
2000,H0CO02084,2000,2000,C00355743,H,P,989
2000,H0CO02092,2000,2000,C00357046,H,P,991
2000,H0CO02118,2000,2000,C00358325,H,P,995
2000,H0CO02126,2000,2000,C00358341,H,P,997
2000,H0CO03058,2000,2000,C00360149,H,P,1009
2000,H0CO03066,2000,2000,C00360479,H,P,1013
2000,H0CO04098,2000,2000,C00362467,H,P,1041
2000,H0CO05061,2000,2000,C00350488,H,P,1060
2000,H0CO06036,2000,2000,C00345595,H,P,1067
2000,H0CO06044,2000,2000,C00355339,H,P,1069
2000,H0CT01027,1998,2000,C00330357,H,P,1077
2000,H0CT01050,2000,2000,C00348250,H,P,1703
2000,H0CT02017,2000,2000,C00111633,H,P,1716
2000,H0CT02124,2000,2000,C00343921,H,P,1755
2000,H0CT03072,2000,2000,C00238865,H,P,1793
2000,H0CT03098,2000,2000,C00360396,H,P,1799
2000,H0CT04070,1992,2000,C00247288,H,P,1822
2000,H0CT04088,2000,2000,C00352468,H,P,1823
2000,H0CT04096,2000,2000,C00356048,H,P,1824
2000,H0CT04104,2000,2000,C00359372,H,P,1826
2000,H0CT05085,1996,2000,C00281402,H,A,1861
2000,H0CT05085,1996,2000,C00303313,H,P,1860
2000,H0CT06075,2000,2000,C00361428,H,P,1899
2000,H0DC00058,2000,2000,C00244335,H,P,1921
2000,H0DE00068,2000,2000,C00353391,H,P,1959
2000,H0FL00015,2000,2000,C00348037,H,P,1964
2000,H0FL01013,1992,2000,C00244053,H,P,1972
2000,H0FL01047,2000,2000,C00342196,H,P,1083
2000,H0FL01054,2000,2000,C00358168,H,P,1085
2000,H0FL02060,2000,2000,C00358093,H,P,1105
2000,H0FL03035,2000,2000,C00346056,H,P,1114
2000,H0FL04033,2000,2000,C00346767,H,P,1123
2000,H0FL04041,2000,2000,C00346817,H,P,1128
2000,H0FL04058,2000,2000,C00349811,H,P,1131
2000,H0FL04066,2000,2000,C00352849,H,P,1133
2000,H0FL04074,2000,2000,C00353441,H,P,1138
2000,H0FL04082,2000,2000,C00353458,H,P,1141
2000,H0FL05071,2000,2000,C00349647,H,P,1171
2000,H0FL05089,2000,2000,C00350587,H,P,1173
2000,H0FL06038,2000,2000,C00350140,H,P,1182
2000,H0FL07036,2000,2000,C00353185,H,P,1189
2000,H0FL08034,2000,2000,C00344457,H,P,1196
2000,H0FL08042,2000,2000,C00345090,H,P,1198
2000,H0FL08059,2000,2000,C00346585,H,P,1204
2000,H0FL08067,2000,2000,C00347047,H,P,1206
2000,H0FL08075,2000,2000,C00347518,H,P,1211
2000,H0FL08083,2000,2000,C00353649,H,P,1213
2000,H0FL09040,2000,2000,C00358408,H,P,1975
2000,H0FL10022,2000,2000,C00357681,H,P,1981
2000,H0FL10030,2000,2000,C00357947,H,P,1984
2000,H0FL11103,2000,2000,C00357061,H,P,2014
2000,H0FL11129,2002,2000,C00363655,H,P,2017
2000,H0FL12010,2000,2000,C00117119,H,P,2029
2000,H0FL12051,2000,2000,C00345074,H,P,2051
2000,H0FL12069,2000,2000,C00350082,H,P,2057
2000,H0FL12077,2000,2000,C00353839,H,P,2059
2000,H0FL12085,2000,2000,C00355859,H,P,2061
2000,H0FL13067,2000,2000,C00353276,H,P,2078
2000,H0FL13075,2000,2000,C00356451,H,P,2080
2000,H0FL14040,2000,2000,C00360099,H,P,2093
2000,H0FL15013,2000,2000,C00345835,H,P,2096
2000,H0FL15021,2000,2000,C00350371,H,P,2099
2000,H0FL15047,2002,2000,C00363937,H,P,2102
2000,H0FL16011,2000,2000,C00343418,H,P,2104
2000,H0FL16029,2000,2000,C00347971,H,P,2107
2000,H0FL18025,2000,2000,C00280537,H,P,2131
2000,H0FL19031,2002,2000,C00363929,H,P,2182
2000,H0FL20013,2000,2000,C00343962,H,P,2184
2000,H0FL22019,2000,2000,C00345728,H,P,2188
2000,H0FL22027,2000,2000,C00345405,H,P,2189
2000,H0GA01011,2000,2000,C00346486,H,P,2199
2000,H0GA01029,2000,2000,C00359901,H,P,2202
2000,H0GA01037,2000,2000,C00358036,H,P,2207
2000,H0GA03033,2000,2000,C00358820,H,P,2257
2000,H0GA03058,2000,2000,C00360990,H,P,2260
2000,H0GA04023,2000,2000,C00255976,H,P,2277
2000,H0GA04031,2000,2000,C00353698,H,P,2282
2000,H0GA04056,2000,2000,C00358911,H,P,2283
2000,H0GA05202,2000,2000,C00357137,H,P,2289
2000,H0GA06044,1999,2000,C00341925,H,P,2303
2000,H0GA06051,1999,2000,C00342279,H,P,2306
2000,H0GA06069,1999,2000,C00342295,H,P,2307
2000,H0GA06077,2000,2000,C00342428,H,P,2308
2000,H0GA06085,1999,2000,C00342303,H,P,2309
2000,H0GA06127,2000,2000,C00352476,H,P,2312
2000,H0GA07075,2000,2000,C00344341,H,P,2332
2000,H0GA07083,2000,2000,C00344556,H,P,2333
2000,H0GA07091,2000,2000,C00346452,H,P,2336
2000,H0GA08032,2000,2000,C00347716,H,P,2350
2000,H0GA09014,2000,2000,C00358176,H,P,2357
2000,H0GA11010,2000,2000,C00361188,H,P,2368
2000,H0HI01116,2000,2000,C00357749,H,P,2404
2000,H0HI01132,2000,2000,C00360909,H,P,2410
2000,H0HI02072,2000,2000,C00354522,H,P,2434
2000,H0HI02080,2000,2000,C00356980,H,P,2718
2000,H0IA01059,2000,2000,C00358069,H,P,2730
2000,H0IA01075,2000,2000,C00357848,H,P,2734
2000,H0IA02040,2000,2000,C00238378,H,P,2750
2000,H0IA04053,2000,2000,C00353599,H,P,2796
2000,H0IA05027,1992,2000,C00238634,H,P,2819
2000,H0IA05043,2000,2000,C00362475,H,P,2821
2000,H0ID01121,2000,2000,C00345140,H,P,2864
2000,H0ID01139,2000,2000,C00359422,H,J,2866
2000,H0ID01139,2000,2000,C00345967,H,P,2865
2000,H0ID01154,2000,2000,C00349886,H,P,2882
2000,H0ID01162,2000,2000,C00347633,H,P,2884
2000,H0ID01170,2000,2000,C00351940,H,P,2885
2000,H0ID01188,2000,2000,C00354092,H,P,2887
2000,H0ID01196,2000,2000,C00354662,H,P,2888
2000,H0ID02046,2000,2000,C00351585,H,P,2901
2000,H0ID02053,2000,2000,C00351908,H,P,2903
2000,H0IL01087,2000,2000,C00347583,H,P,2922
2000,H0IL01095,2000,2000,C00349290,H,P,2925
2000,H0IL01103,2000,2000,C00355073,H,P,2927
2000,H0IL05047,1998,2000,C00334722,H,P,3011
2000,H0IL06037,2000,2000,C00354985,H,A,3023
2000,H0IL06037,2000,2000,C00342642,H,P,3022
2000,H0IL08033,1998,2000,C00331611,H,P,3048
2000,H0IL08041,2000,2000,C00350306,H,P,3050
2000,H0IL08058,2000,2000,C00350678,H,P,3053
2000,H0IL09056,2000,2000,C00347377,H,P,3071
2000,H0IL10096,2000,2000,C00344135,H,P,3087
2000,H0IL10104,2000,2000,C00350298,H,P,3089
2000,H0IL10120,2000,2000,C00350785,H,P,3092
2000,H0IL10138,2000,2000,C00350561,H,P,3097
2000,H0IL10153,2000,2000,C00351478,H,P,3099
2000,H0IL10161,2000,2000,C00351726,H,P,3100
2000,H0IL10179,2000,2000,C00351791,H,P,3102
2000,H0IL10187,2000,2000,C00351809,H,P,3104
2000,H0IL10195,2000,2000,C00351916,H,P,3105
2000,H0IL10203,2000,2000,C00352484,H,P,3106
2000,H0IL10211,2000,2000,C00352997,H,P,3107
2000,H0IL10237,2000,2000,C00350413,H,P,3110
2000,H0IL11045,2000,2000,C00350132,H,P,3118
2000,H0IL12068,2000,2000,C00353714,H,P,3129
2000,H0IL15038,2000,2000,C00343525,H,P,3143
2000,H0IL15046,2000,2000,C00350033,H,P,3145
2000,H0IL15053,2000,2000,C00350421,H,P,3147
2000,H0IL15061,2000,2000,C00350496,H,P,3152
2000,H0IL15079,2000,2000,C00351239,H,P,3155
2000,H0IL16085,2000,2000,C00252973,H,P,3185
2000,H0IL16135,2000,2000,C00349159,H,P,3200
2000,H0IL16143,2000,2000,C00352401,H,P,3202
2000,H0IL16150,2000,2000,C00358473,H,P,3204
2000,H0IL17034,2000,2000,C00345223,H,P,3217
2000,H0IL17042,2000,2000,C00351304,H,P,3218
2000,H0IL18024,2000,2000,C00351247,H,P,3221
2000,H0IL20046,2000,2000,C00344622,H,P,3238
2000,H0IN01051,2000,2000,C00361469,H,P,3269
2000,H0IN01069,2000,2000,C00356618,H,P,3272
2000,H0IN02075,2000,2000,C00347237,H,P,3290
2000,H0IN02083,2000,2000,C00346809,H,P,3291
2000,H0IN02091,2000,2000,C00347419,H,P,3292
2000,H0IN02109,2000,2000,C00348573,H,P,3294
2000,H0IN02117,2000,2000,C00348730,H,P,3296
2000,H0IN02125,2000,2000,C00349688,H,P,3297
2000,H0IN02133,2000,2000,C00350777,H,P,3299
2000,H0IN02141,2000,2000,C00350892,H,P,3302
2000,H0IN02158,2000,2000,C00354183,H,P,3305
2000,H0IN02174,2000,2000,C00354910,H,P,3307
2000,H0IN03065,2000,2000,C00237479,H,P,3331
2000,H0IN04139,2000,2000,C00344598,H,P,3377
2000,H0IN04147,2000,2000,C00353102,H,P,3378
2000,H0IN05045,2000,2000,C00351221,H,P,3388
2000,H0IN05060,2000,2000,C00356865,H,P,3391
2000,H0IN06068,2000,2000,C00351171,H,P,3404
2000,H0IN06076,2002,2000,C00353615,H,P,3405
2000,H0IN06084,2000,2000,C00356147,H,P,3407
2000,H0IN07066,2000,2000,C00352427,H,P,3419
2000,H0IN07074,2000,2000,C00353011,H,P,3421
2000,H0IN07082,2000,2000,C00353490,H,P,3424
2000,H0IN07090,2000,2000,C00354589,H,P,3426
2000,H0IN07108,2000,2000,C00355552,H,P,3428
2000,H0IN07116,2000,2000,C00356709,H,P,3430
2000,H0IN07132,2000,2000,C00354944,H,P,3433
2000,H0IN07140,2000,2000,C00360735,H,P,3434
2000,H0IN08072,2000,2000,C00345819,H,P,3446
2000,H0IN08080,2000,2000,C00347336,H,P,3448
2000,H0IN08098,2000,2000,C00359828,H,P,3451
2000,H0IN09054,2000,2000,C00345843,H,P,3463
2000,H0IN10078,2000,2000,C00349605,H,P,3481
2000,H0KS02089,2000,2000,C00351460,H,P,3551
2000,H0KS02097,2000,2000,C00358002,H,P,3553
2000,H0KS03053,2000,2000,C00346858,H,P,3566
2000,H0KS03061,2000,2000,C00348086,H,P,3571
2000,H0KS03079,2000,2000,C00348169,H,P,3574
2000,H0KS03087,2000,2000,C00352377,H,P,3577
2000,H0KS04036,2000,2000,C00353847,H,P,3585
2000,H0KY01048,2000,2000,C00343061,H,P,3609
2000,H0KY01055,2000,2000,C00346437,H,P,3611
2000,H0KY02053,2000,2000,C00352252,H,P,3625
2000,H0KY03101,1994,2000,C00245258,H,P,2436
2000,H0KY03119,2000,2000,C00344358,H,P,2437
2000,H0KY03127,2000,2000,C00348557,H,P,2441
2000,H0KY04059,2000,2000,C00354365,H,P,2452
2000,H0KY04067,2000,2000,C00355180,H,P,2457
2000,H0KY04075,2000,2000,C00355545,H,P,2459
2000,H0KY04083,2000,2000,C00360800,H,P,2461
2000,H0KY05015,2000,2000,C00116632,H,P,2474
2000,H0KY05122,2000,2000,C00351528,H,P,2511
2000,H0KY06070,2000,2000,C00359398,H,P,2524
2000,H0LA01053,1999,2000,C00342337,H,P,2540
2000,H0LA01061,1999,2000,C00342469,H,P,2543
2000,H0LA01079,2000,2000,C00342410,H,P,2544
2000,H0LA01079,2000,2000,C00345538,U,U,2545
2000,H0LA01087,1999,2000,C00342790,H,P,2549
2000,H0LA01095,1999,2000,C00343640,H,P,2553
2000,H0LA01103,1999,2000,C00344143,H,P,2556
2000,H0LA02010,1999,2000,C00343533,H,P,2570
2000,H0LA02044,1999,2000,C00244079,H,P,2582
2000,H0LA02119,2002,2000,C00251348,H,P,2607
2000,H0LA02119,2002,2000,C00247734,H,A,2608
2000,H0LA03018,2000,2000,C00119040,H,P,2633
2000,H0LA04057,2000,2000,C00361899,H,P,2675
2000,H0LA06029,2000,2000,C00361568,H,P,2687
2000,H0LA08017,1996,2000,C00206169,H,P,2703
2000,H0LA08017,1996,2000,C00326694,H,J,2704
2000,H0LA08025,1996,2000,C00281246,H,P,3661
2000,H0LA08025,1996,2000,C00261065,H,A,3663
2000,H0LA08025,1996,2000,C00241943,H,A,3662
2000,H0MA01024,2000,2000,C00353375,H,P,3673
2000,H0MA04036,2000,2000,C00128868,H,P,3714
2000,H0MA04085,2000,2000,C00358150,H,P,3727
2000,H0MA04093,2000,2000,C00358655,H,P,3729
2000,H0MA05033,2000,2000,C00352179,H,P,3736
2000,H0MA05041,2000,2000,C00358945,H,P,3738
2000,H0MA06056,2000,2000,C00359059,H,P,3755
2000,H0MA09019,2000,2000,C00356519,H,P,3761
2000,H0MD00010,2000,2000,C00350876,H,P,3786
2000,H0MD01018,2000,2000,C00350264,H,P,3790
2000,H0MD01075,1990,2000,C00239343,H,P,3819
2000,H0MD01125,2000,2000,C00353631,H,P,3827
2000,H0MD01141,2000,2000,C00359943,H,P,3830
2000,H0MD02057,1992,2000,C00255083,H,P,3862
2000,H0MD02057,1992,2000,C00122267,H,A,3863
2000,H0MD02131,2000,2000,C00352351,H,P,3873
2000,H0MD04111,1992,2000,C00246876,H,P,3907
2000,H0MD05100,2000,2000,C00354191,H,P,3928
2000,H0MD06041,1992,2000,C00252817,H,P,3942
2000,H0MD06124,2000,2000,C00350694,H,P,3951
2000,H0MD06132,2000,2000,C00351775,H,P,3953
2000,H0MD06140,2000,2000,C00352666,H,P,3955
2000,H0MD08021,2000,2000,C00198614,H,P,3982
2000,H0MD08096,2000,2000,C00351890,H,P,3994
2000,H0MD08104,2000,2000,C00352187,H,P,3995
2000,H0ME01069,2000,2000,C00347740,H,P,4016
2000,H0ME01077,2000,2000,C00348284,H,P,4018
2000,H0ME01085,2000,2000,C00363176,H,P,4020
2000,H0ME02034,2000,2000,C00358416,H,P,4030
2000,H0ME02042,2000,2000,C00356212,H,P,4035
2000,H0MI00023,2000,2000,C00344606,H,P,4036
2000,H0MI01070,2000,2000,C00353722,H,P,4046
2000,H0MI03068,2000,2000,C00356311,H,P,4082
2000,H0MI03076,2000,2000,C00358838,H,P,4084
2000,H0MI03092,2000,2000,C00363234,H,P,4087
2000,H0MI04066,2000,2000,C00358192,H,P,4101
2000,H0MI04074,2000,2000,C00361378,H,P,4103
2000,H0MI05055,2000,2000,C00358358,H,P,4115
2000,H0MI07028,2000,2000,C00361196,H,P,4143
2000,H0MI07036,2000,2000,C00359364,H,P,4145
2000,H0MI07044,2000,2000,C00362053,H,P,4147
2000,H0MI08042,2000,2000,C00343863,H,P,4155
2000,H0MI09040,2000,2000,C00348581,H,P,4168
2000,H0MI09057,2000,2000,C00357525,H,P,4170
2000,H0MI09065,2000,2000,C00357533,H,P,4172
2000,H0MI10071,2000,2000,C00329151,H,A,4205
2000,H0MI10071,2000,2000,C00347476,H,P,4204
2000,H0MI10113,1990,2000,C00241471,H,P,4224
2000,H0MI10162,2000,2000,C00349167,H,P,4233
2000,H0MI10170,2000,2000,C00358879,H,P,4235
2000,H0MI10196,2000,2000,C00359547,H,P,4240
2000,H0MI11038,2000,2000,C00355610,H,P,4251
2000,H0MI11046,2000,2000,C00357236,H,P,4253
2000,H0MI12093,2000,2000,C00360339,H,P,4276
2000,H0MI13323,2000,2000,C00346890,H,P,4349
2000,H0MI13331,2000,2000,C00358739,H,P,4351
2000,H0MI14149,1992,2000,C00130096,H,P,4385
2000,H0MN00013,2000,2000,C00244129,H,P,4450
2000,H0MN00021,2000,2000,C00358218,H,P,4455
2000,H0MN02035,2000,2000,C00347203,H,P,4470
2000,H0MN02043,2000,2000,C00348987,H,P,4481
2000,H0MN02050,2000,2000,C00348516,H,P,4482
2000,H0MN02068,2000,2000,C00353193,H,P,4483
2000,H0MN02084,2000,2000,C00360578,H,P,4485
2000,H0MN03041,2000,2000,C00361204,H,P,4494
2000,H0MN04023,2000,2000,C00354068,H,P,4501
2000,H0MN04031,2000,2000,C00354498,H,P,4503
2000,H0MN04049,2000,2000,C00354688,H,P,4507
2000,H0MN04056,2000,2000,C00355008,H,P,4512
2000,H0MN04064,2000,2000,C00355248,H,P,4515
2000,H0MN04072,2000,2000,C00355321,H,P,4517
2000,H0MN04080,2000,2000,C00355693,H,P,4522
2000,H0MN04098,2000,2000,C00356766,H,P,4523
2000,H0MN04106,2000,2000,C00360461,H,P,4527
2000,H0MN07034,2000,2000,C00355537,H,P,4585
2000,H0MN08065,2000,2000,C00353540,H,P,4599
2000,H0MN08081,2000,2000,C00360172,H,P,4602
2000,H0MO01066,2000,2000,C00346080,H,P,4630
2000,H0MO01074,2000,2000,C00347831,H,P,4635
2000,H0MO01082,2000,2000,C00356071,H,P,4639
2000,H0MO02031,1992,2000,C00269589,H,P,4660
2000,H0MO02031,1992,2000,C00128207,H,A,4661
2000,H0MO02056,1996,2000,C00328047,H,P,4670
2000,H0MO02098,2000,2000,C00342352,H,P,4689
2000,H0MO02106,2000,2000,C00343178,H,P,4690
2000,H0MO02114,2000,2000,C00343186,H,P,4693
2000,H0MO02122,2000,2000,C00343541,H,P,4694
2000,H0MO02130,2000,2000,C00343319,H,P,4696
2000,H0MO02148,2000,2000,C00343475,H,P,4701
2000,H0MO02155,2000,2000,C00343806,H,P,4706
2000,H0MO02163,2000,2000,C00344176,H,P,4707
2000,H0MO02171,2000,2000,C00348854,H,P,4710
2000,H0MO02189,2000,2000,C00358630,H,P,4711
2000,H0MO03054,1992,2000,C00245969,H,P,4727
2000,H0MO03070,2000,2000,C00352831,H,P,4729
2000,H0MO04045,2000,2000,C00359638,H,P,4740
2000,H0MO04078,2000,2000,C00362087,H,P,4744
2000,H0MO05075,2000,2000,C00354977,H,P,4760
2000,H0MO05083,2000,2000,C00356600,H,P,4762
2000,H0MO05091,2000,2000,C00360883,H,P,4765
2000,H0MO06057,2000,2000,C00349696,H,P,4779
2000,H0MO06065,2000,2000,C00355636,H,P,4781
2000,H0MO06073,2000,2000,C00359034,H,P,4782
2000,H0MO06081,2000,2000,C00358648,H,P,4788
2000,H0MO06099,2000,2000,C00359935,H,P,4791
2000,H0MO06107,2000,2000,C00359950,H,P,4793
2000,H0MO07089,2000,2000,C00357954,H,P,4813
2000,H0MO09085,2000,2000,C00357244,H,P,4894
2000,H0MO10018,1996,2000,C00116681,H,P,4911
2000,H0MS03015,2000,2000,C00356824,H,P,4925
2000,H0MS04088,2000,2000,C00354431,H,P,4958
2000,H0MS05085,2000,2000,C00355776,H,P,4978
2000,H0MT00017,2000,2000,C00345736,H,P,4981
2000,H0MT00025,2000,2000,C00348912,H,P,4984
2000,H0MT00033,2000,2000,C00349431,H,P,4986
2000,H0MT00033,2000,2000,C00360107,N,J,4987
2000,H0NC01036,2000,2000,C00353920,H,P,5031
2000,H0NC02026,2000,2000,C00351536,H,P,5038
2000,H0NC02034,2000,2000,C00352203,H,P,5040
2000,H0NC03073,2000,2000,C00354670,H,P,5053
2000,H0NC04097,2000,2000,C00348268,H,P,5072
2000,H0NC04121,2000,2000,C00362392,H,P,5075
2000,H0NC07066,2000,2000,C00348888,H,P,5110
2000,H0NC07074,2000,2000,C00353706,H,P,5111
2000,H0NC09096,2000,2000,C00347211,H,P,5122
2000,H0NC09104,2000,2000,C00356832,H,P,5124
2000,H0NC11068,2000,2000,C00353243,H,P,5162
2000,H0NC12025,2000,2000,C00352104,H,P,5168
2000,H0NC12033,2000,2000,C00352435,H,P,5170
2000,H0ND00101,2000,2000,C00349464,H,P,5199
2000,H0NE01039,2000,2000,C00357475,H,P,5210
2000,H0NE02102,2000,2000,C00349142,H,P,5251
2000,H0NE02110,2000,2000,C00356923,H,P,5254
2000,H0NE03035,1998,2000,C00237982,H,P,5267
2000,H0NE03118,2000,2000,C00351007,H,P,5284
2000,H0NE03126,2000,2000,C00351577,H,P,5285
2000,H0NE03134,2000,2000,C00351593,H,P,5286
2000,H0NE03159,2000,2000,C00353979,H,P,5289
2000,H0NE03167,2000,2000,C00357087,H,P,5293
2000,H0NH01100,1996,2000,C00279935,H,P,5331
2000,H0NH01100,1996,2000,C00237909,H,A,5332
2000,H0NH01175,2000,2000,C00358788,H,P,5351
2000,H0NH02017,2000,2000,C00295154,H,A,5375
2000,H0NH02017,2000,2000,C00302570,H,P,5374
2000,H0NH02124,1994,2000,C00243501,H,P,5411
2000,H0NH02124,1994,2000,C00295162,U,U,5412
2000,H0NH02132,2000,2000,C00347732,H,P,5413
2000,H0NH02140,2000,2000,C00359026,H,P,5416
2000,H0NJ01066,2000,2000,C00243428,H,P,5432
2000,H0NJ01124,2000,2000,C00363143,H,P,5451
2000,H0NJ02064,2000,2000,C00343293,H,P,5463
